CODIGO INMUEBLE;ESTADO;NOMBRE SEDE;DIRECCIÓN SEDE;TELÉFONO FIJO;TELÉFONO MÓVIL;POBLACIÓN;PROVINCIA;ACTIVIDAD;AMBITO;ÁREA;"ENLACE PRAL
AMT 2012";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2012";"ADM
BACKUP";BW BACKUP;"ENLACE PRAL
AMT 2018";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2018";"ADM
BACKUP";BW BACKUP;MIGRACIÓN;CODIGO HOSTNAME;AMBITO;NEMONICO;CRITICIDAD SERVICIO;DISP.;CARPETA;MON.;DOC.;ESQ.
73;ALTA;INAGA Deleg. Prov. Huesca;Avda. la Paz 3, bajos;974293393;0;Huesca;Huesca;INAGA Delegacion Provincial;ADMINISTRACIÓN;ZARAGOZA;FIBRA;22100001013127 ;;;;;FIBRA;;1 Gb;;;;Instalada;HAHUE0073INA;A;INA;ESTANDAR;12X5;"""HAHUE0073 - INAGA Delegacion Provincial [Huesca]""";mon;doc;esq
74;ALTA;Parque de Maquinaria Huesca;Avda. Martinez de Velasco, 55;211225;0;Huesca;Huesca;Parque Maquinaria;ADMINISTRACIÓN;HUESCA;VPN IP (FTTH);-;SIN INFO;;;;;;;;;;;HAHUE0074MAQ;A;MAQ;;;"""HAHUE0074 - Parque Maquinaria [Huesca]""";mon;doc;esq
75;ALTA;Residencia Juvenil;Avda. Monseñor Escriva de Balaguer;0;0;Barbastro;Huesca;Residencia Juvenil;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR0075-;-;-;;;;mon;doc;esq
76;ALTA;Guarderia Infantil Nra Sra de la Alegria;Avda. Pueyo 78;401626;0;Monzon;Huesca;Guarderia Infantil Nra Sra de la Alegria;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-MON0076-;-;-;;;;mon;doc;esq
77;ALTA;Avenida Santo Grial 6, Bajo;Avda. Santo Grial 6, bajo;0;0;Huesca;Huesca;Avenida Santo Grial 6, Bajo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0077-;-;-;;;;mon;doc;esq
78;ALTA;Taller Carreteras/ Parque de Maquinaria  Huesca;C/ Bielsa, s/n;974211225;629469377 Pedro Rincon;Huesca;Huesca;Taller Carreteras;ADMINISTRACIÓN;HUESCA;SDWAN;974342547 ; - ;;;;;;;;;;;HAHUE0078URB;A;URB;ESTANDAR;12X5;"""HAHUE0078 - Taller Carreteras [Huesca]""";mon;doc;esq
79;ALTA;Albergue Juvenil Santa Mª del Pilar;Camino de la Selva;378016;0;Villanua;Huesca;Albergue Juvenil Santa Mª del Pilar;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-VIL0079-;-;-;;;;mon;doc;esq
80;ALTA;Escuela de Montaña;C/ Campalet;0;0;Benasque;Huesca;Escuela de Montaña;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BEN0080-;-;-;;;;mon;doc;esq
81;ALTA;Archivo Historico Huesca;C/ Canellas 2;974239880;0;Huesca;Huesca;Archivo Historico;ADMINISTRACIÓN;HUESCA;SDWAN;974286155 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HAHUE0081ARC;A;ARC;ESTANDAR;12X5;"""HAHUE0081 - Archivo Historico [Huesca]""";mon;doc;esq
82;ALTA;Parque de Maquinaria Graus (Antiguo);Ctra. de Benasque;541146;0;Graus;Huesca;Parque Maquinaria;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-GRA0082-;-;-;;;;mon;doc;esq
83;ALTA;Parque de Maquinaria Formigal;Ctra. de Francia;974490210;0;Formigal;Huesca;Parque Maquinaria;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-FOR0083-;-;-;ES. REMOTO;12X5;;mon;doc;esq
84;ALTA;OCA Benabarre;Ctra. de Graus;974543546;0;Benabarre;Huesca;OCA;ADMINISTRACIÓN;HUESCA;gigADSL;-;-;;;;VPN IP (ADSL 2+);"22670003004043
974543184";20Mb;;;;Instalada;HABEN0084OCA;A;OCA;ES. REMOTO;12X5;"""HABEN0084 - OCA [Benabarre]""";mon;doc;esq
85;ALTA;ITV Huesca;Ctra. Huesca-Zaragoza Km.68, 450, bajo;0;0;Huesca;Huesca;ITV;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0085-;-;-;;;;mon;doc;esq
86;ALTA;Inst. Formacion Agroambiental - IFA Jaca;Ctra. Jaca-Puente la Reina Km. 6;974356819;0;Jaca;Huesca;Inst. Formacion Agroambiental - IFA Jaca;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC0086-;-;-;ES. REMOTO;12X5;;mon;doc;esq
87;ALTA;Carretera Km.4;Ctra. Km.4;0;0;Huesca;Huesca;Carretera Km.4;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0087-;-;-;;;;mon;doc;esq
88;ALTA;Carretera Nacional Ii;Ctra. Nacional Ii;453565;0;Fraga;Huesca;Carretera Nacional Ii;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-FRA0088-;-;-;;;;mon;doc;esq
89;ALTA;Parque de Maquinaria Barbastro;Ctra. Tarragona-San Sebastian;974313631;629479804 / 781413 capataz;Barbastro;Huesca;Parque Maquinaria;ADMINISTRACIÓN;HUESCA;SDWAN;974288411 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HABAR0089MAQ;A;MAQ;ES. REMOTO;12X5;"""HABAR0089 - Parque Maquinaria [Barbastro]""";mon;doc;esq
90;ALTA;OCA Sabiñanigo;C/ Coli Escalona 44, bajo;974484020;0;Sabiñanigo;Huesca;OCA;ADMINISTRACIÓN;HUESCA;VPN-IP (ADSL);-;10Mb / 640Kb;;;;VPN IP (ADSL 2+);"22700003010565
974480367";Hasta 20 Mb;;;;Instalada;HASAB0090OCA;A;OCA;ES. REMOTO;12X5;"""HASAB0090 - OCA [Sabiñanigo]""";mon;doc;esq
91;ALTA;Oficina de Turismo Huesca;C/ Coso Alto 23, bajo;0;0;Huesca;Huesca;Oficina Turismo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0091-;-;-;;;;mon;doc;esq
92;ALTA;Diseminados;C/ Diseminados;375043;0;Hecho;Huesca;Diseminados;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HEC0092-;-;-;;;;mon;doc;esq
93;ALTA;OCA Castejon de Sos;Avda. El Ral, 39;974553810;0;Castejon de Sos;Huesca;OCA;ADMINISTRACIÓN;HUESCA;VPN-IP (ADSL);-;10Mb / 640Kb;;;;VPN IP (ADSL 2+);"22640003003960
974553558";Hasta 20Mb;;;;Instalada;HACAS0093OCA;A;OCA;ES. REMOTO;12X5;"""HACAS0093 - OCA [Castejon de Sos]""";mon;doc;esq
94;ALTA;Direccion Provincial de Educacion;Avda. Juan Pablo II, 20;976716400;0;Zaragoza;Zaragoza;Direccion Provincial de Educacion;EDUCACIÓN;ZARAGOZA;FIBRA;50190001233968 ;100 Mb;;;;FIBRA;;1 Gb;;;;Instalada;ZEZAR0094DPE;E;DPE;ESTANDAR;12X5;"""ZEZAR0094 - Direccion Provincial de Educacion [Zaragoza]""";mon;doc;esq
95;ALTA;El Salvador 13, Bajo;C/ El Salvador 13, bajo;570582;0;Sariñena;Huesca;El Salvador 13, Bajo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-SAR0095-;-;-;;;;mon;doc;esq
96;ALTA;Base Helicoptero - Vivero Forestal-Dga;C/ Estacion;974340635;0;Plasencia Del Monte;Huesca;Vivero Forestal-Dga;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-PLA0096-;-;-;ES. REMOTO;12X5;;mon;doc;esq
97;ALTA;Direccion General de Educacion;Avda. Gomez Laguna, 25 10ª Planta;0;0;Zaragoza;Zaragoza;Direccion General de Educacion;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0097-;-;-;;;;mon;doc;esq
98;ALTA;Club de Ancianos San Blas;C/ Francisco Codera 2;974412079;0;Fonz;Huesca;"Hogar ""San Blas""";ADMINISTRACIÓN;HUESCA;SDWAN;974306003 ;ADSL 2+ - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAFON0098RES;A;RES;ES. REMOTO;12X5;"""HAFON0098 - Hogar ""San Blas"" [Fonz]""";mon;doc;esq
99;ALTA;Carreteras Huesca (Gral. Lasheras 6);C/ General Lasheras, 6;974293201;0;Huesca;Huesca;Carreteras;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0099CAR;A;CAR;ESTANDAR;12X5;"""HAHUE0099 - Carreteras [Huesca]""";mon;doc;esq
100;ALTA;Comena Huesca (Gral. Lasheras 8);C/ General Lasheras, 8;974293206;0;Huesca;Huesca;Comena;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0100COM;A;COM;ESTANDAR;24x7;"""HAHUE0100 - Comena [Huesca]""";mon;doc;esq
101;ALTA;Joaquin Costa;C/ Joaquin Costa;390171;0;Grañen;Huesca;Joaquin Costa;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-GRA0101-;-;-;;;;mon;doc;esq
102;ALTA;Agencia Comarcal (Antiguo);C/ Joaquin Costa 1;311421;0;Barbastro;Huesca;Agencia Comarcal (Antiguo);ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR0102-;-;-;;;;mon;doc;esq
103;ALTA;Joaquin Costa 94, Bajos;C/ Joaquin Costa 94, bajos;688131;0;Gurrea de Gallego;Zaragoza;Joaquin Costa 94, Bajos;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-GUR0103-;-;-;;;;mon;doc;esq
104;ALTA;Juan de Lanuza;C/ Juan de Lanuza;404679;0;Monzon;Huesca;Juan de Lanuza;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-MON0104-;-;-;;;;mon;doc;esq
105;ALTA;Loreto 1;C/ Loreto 1;571243;0;Sariñena;Huesca;Loreto 1;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-SAR0105-;-;-;;;;mon;doc;esq
106;ALTA;Residencia 3ª Edad Sagrada Familia;C/ Lucas Mallada, 22;974222254;619056893 / 781441;Huesca;Huesca;"Residencia ""Sagrada Familia""";ADMINISTRACIÓN;HUESCA;SDWAN;974352067 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HAHUE0106RES;A;RES;ESTANDAR;24x7;"""HAHUE0106 - Residencia ""Sagrada Familia"" [Huesca]""";mon;doc;esq
107;ALTA;Nuestra Señora de la Victoria;C/ Nuestra Señora de la Victoria;355778;0;Jaca;Huesca;Nuestra Señora de la Victoria;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC0107-;-;-;;;;mon;doc;esq
108;ALTA;Madrid 36;C/ Madrid 36;361989;0;Jaca;Huesca;Madrid 36;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC0108-;-;-;;;;mon;doc;esq
109;ALTA;Manuel Angel Ferrer 14, Garaje;C/ Manuel Angel Ferrer 14, Garaje;244119;0;Huesca;Huesca;Manuel Angel Ferrer 14, Garaje;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0109-;-;-;;;;mon;doc;esq
110;ALTA;Mayor 9;C/ Mayor, 9;371454;0;Aragues Del Puerto;Huesca;Mayor 9;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-ARA0110-;-;-;;;;mon;doc;esq
111;ALTA;Servicio Tributos;C/ Mor de Fuentes nº 2;0;0;Huesca;Huesca;Servicio Tributos;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0111-;-;-;;;;mon;doc;esq
112;ALTA;Obradores 4, 10;C/ Obradores 4, 10;470579;0;Fraga;Huesca;Obradores 4, 10;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-FRA0112-;-;-;;;;mon;doc;esq
113;ALTA;Paseo Barron Segoñe 11, 10;Paseo Barron Segoñe 11, 10;470725;0;Fraga;Huesca;Paseo Barron Segoñe 11, 10;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-FRA0113-;-;-;;;;mon;doc;esq
114;ALTA;OCA Monzon y Zona Veterinaria;C/ Rio Vero, 2;974400964;0;Monzon;Huesca;OCA;ADMINISTRACIÓN;HUESCA;gigADSL;-;-;;;;VPN IP (FTTH);"22690003012679
974352103";100M/100M;;;;Instalada;HAMON0114OCA;A;OCA;ES. REMOTO;12X5;"""HAMON0114 - OCA [Monzon]""";mon;doc;esq
115;ALTA;Plaza de Aragon;Plaza de Aragon;311062;0;Barbastro;Huesca;Plaza de Aragon;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR0115-;-;-;;;;mon;doc;esq
116;ALTA;Plaza de Aragon 38;Plaza de Aragon 38;380092;0;Ayerbe;Huesca;Plaza de Aragon 38;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-AYE0116-;-;-;;;;mon;doc;esq
117;ALTA;Sirasa (Del. Huesca);Plaza de Cataluña 1, 1;0;0;Huesca;Huesca;Sirasa;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0117-;-;-;;;;mon;doc;esq
118;ALTA;Servicios Cultura y Educacion;Plaza de Cataluña s/n, Plaza 1(edif. San Jorge);0;0;Huesca;Huesca;Servicios Cultura y Educacion;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0118-;-;-;;;;mon;doc;esq
119;ALTA;Edif. Cervantes Huesca;Plaza de Cervantes nº 1;974293000 / 974293111;0;Huesca;Huesca;Edif. Cervantes;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0119CER;A;CER;ESTANDAR;24x7;"""HAHUE0119 - Edif. Cervantes [Huesca]""";mon;doc;esq
120;ALTA;Agencia Comarcal;Plaza de España 1, 20;0;0;Graus;Huesca;Agencia Comarcal;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-GRA0120-;-;-;;;;mon;doc;esq
121;ALTA;OCA Almudevar;Plaza de España 2, 20;974250960;0;Almudevar;Huesca;OCA;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAALM0121OCA;A;OCA;ES. REMOTO;12X5;"""HAALM0121 - OCA [Almudevar]""";mon;doc;esq
122;ALTA;IASS Direccion Provincial Huesca;Plaza Santo Domingo, 3-4 bajos;0;0;Huesca;Huesca;IASS Direccion Provincial;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0122IAS;A;IAS;;;"""HAHUE0122 - IASS Direccion Provincial [Huesca]""";mon;doc;esq
123;ALTA;Plaza Mayor 5, Bajo;Plaza Mayor 5, bajo;463353;0;Candasnos;Huesca;Plaza Mayor 5, Bajo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-CAN0123-;-;-;;;;mon;doc;esq
124;ALTA;Plaza San Salvador 2;Plaza San Salvador 2;570104;0;Sariñena;Huesca;Plaza San Salvador 2;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-SAR0124-;-;-;;;;mon;doc;esq
125;ALTA;Comunidad de los Pirineos;C/ Ramon y Cajal 7;974363100 No AMT / ¿974360214? AMT;0;Jaca;Huesca;Comunidad de los Pirineos;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC0125-;-;-;ES. REMOTO;12X5;;mon;doc;esq
126;ALTA;Rapitan;Rapitan;360496;0;Jaca;Huesca;Rapitan;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC0126-;-;-;;;;mon;doc;esq
127;ALTA;Residencia de Ancianos Palafox;C/ Palafox 29, bajos;293010;0;Zaragoza;Zaragoza;"Residencia ""Palafox""";ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0127-;-;-;;;;mon;doc;esq
128;ALTA;Comedor Infantil;Ronda de Montearagon;221418;0;Huesca;Huesca;Comedor Infantil;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0128-;-;-;;;;mon;doc;esq
129;ALTA;OCA Boltaña;C/ Samper 2, bajos;974518000;0;Boltaña;Huesca;OCA;ADMINISTRACIÓN;HUESCA;gigADSL;-;-;;;;VPN IP (ADSL 2+);"22610003004195
974502397";Hasta 10 Mb;;;;Instalada;HABOL0129OCA;A;OCA;ES. REMOTO;12X5;"""HABOL0129 - OCA [Boltaña]""";mon;doc;esq
130;ALTA;Samper 4, Bajo;C/ Samper 4, bajo;502299;0;Boltaña;Huesca;Samper 4, Bajo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BOL0130-;-;-;;;;mon;doc;esq
131;ALTA;San Vicente de Paul 35-37, Bajo;C/ San Vicente de Paul 35-37, bajo;421818;0;Tamarite de Litera;Huesca;San Vicente de Paul 35-37, Bajo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-TAM0131-;-;-;;;;mon;doc;esq
132;ALTA;Agencia Comarcal;C/ Santa Maria;260070;0;Angues;Huesca;Agencia Comarcal;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-ANG0132-;-;-;;;;mon;doc;esq
133;ALTA;Tenor Fleta 3, Bajo;C/ Tenor Fleta 3, bajo;313844;0;Barbastro;Huesca;Tenor Fleta 3, Bajo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR0133-;-;-;;;;mon;doc;esq
134;ALTA;Club de Ancianos Virgen del Pueyo;C/ Teruel 14;311723;0;Barbastro;Huesca;Club de Ancianos Virgen del Pueyo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR0134-;-;-;;;;mon;doc;esq
135;ALTA;Tortuosa 13;C/ Tortuosa 13;375073;0;Hecho;Huesca;Tortuosa 13;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HEC0135-;-;-;;;;mon;doc;esq
136;ALTA;Guarderia Ntra. Señora de San Lorenzo;C/ Zacarias Martinez 1;223138;0;Huesca;Huesca;Guarderia Ntra. Señora de San Lorenzo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0136-;-;-;;;;mon;doc;esq
137;ALTA;OCA Mora de Rubielos;C/ Agustin Planas Sancho, s/n;978807110;0;Mora de Rubielos;Teruel;OCA;ADMINISTRACIÓN;TERUEL;gigADSL;-;-;;;;VPN IP (ADSL 2+);"44680003002972
978800020";20Mb;;;;Instalada;TAMOR0137OCA;A;OCA;ES. REMOTO;12X5;"""TAMOR0137 - OCA [Mora de Rubielos]""";mon;doc;esq
138;ALTA;Arrabal,9;C/ Arrabal, 9;756752;0;Utrillas;Teruel;Arrabal,9;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-UTR0138-;-;-;;;;mon;doc;esq
139;ALTA;Avenida Aragon s/n;Avda. Aragon, s/n;831101;0;Alcañiz;Teruel;Avenida Aragon s/n;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALC0139-;-;-;;;;mon;doc;esq
140;ALTA;Oficina Delegada de Alcañiz;Avda. Bartolome Esteban, 58;978834545;0;Alcañiz;Teruel;Oficina Delegada;ADMINISTRACIÓN;TERUEL;MACROLAN (RADIOENLACE);-;10Mb/10Mb;;;;MACROLAN;"44620001001201
720344799";100 Mb;;;;Instalada;TAALC0140OFD;A;OFD;ES. REMOTO;12X5;"""TAALC0140 - Oficina Delegada [Alcañiz]""";mon;doc;esq
141;ALTA;Guarderia Dehesa de Pasaman;Avda. Bartolome Esteban, s/n;0;0;Alcañiz;Teruel;Guarderia Dehesa de Pasaman;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALC0141-;-;-;;;;mon;doc;esq
142;ALTA;Avenida de San Miguel, 13;Avda. de San Miguel, 13;800272;0;Mora de Rubielos;Teruel;Avenida de San Miguel, 13;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-MOR0142-;-;-;;;;mon;doc;esq
143;ALTA;Parque de Maquinaria Alcañiz;Avda. del Maestrazgo, 33;978835580;608837007 / 772524 Celador;Alcañiz;Teruel;Parque Maquinaria;ADMINISTRACIÓN;TERUEL;SDWAN;974412523 ;VDSL 2 - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;TAALC0143MAQ;A;MAQ;ES. REMOTO;12X5;"""TAALC0143 - Parque Maquinaria [Alcañiz]""";mon;doc;esq
144;ALTA;Parque de Zona y 12 Viviendas;Avda. del Maestrazgo, s/n;831272;0;Alcañiz;Teruel;Parque de Zona y 12 Viviendas;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALC0144-;-;-;;;;mon;doc;esq
145;ALTA;Oficina Regional Transportes Terrestres;Avda. Sagunto, 1;0;0;Teruel;Teruel;Oficina Regional Transportes Terrestres;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-TER0145-;-;-;;;;mon;doc;esq
146;ALTA;Avenida Sagunto,46;Avda. Sagunto, 46;604010;0;Teruel;Teruel;Avenida Sagunto,46;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-TER0146-;-;-;;;;mon;doc;esq
147;ALTA;Baja, 1;C/ Baja, 1;801073;0;Gudar;Teruel;Baja, 1;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-GUD0147-;-;-;;;;mon;doc;esq
148;ALTA;Barrio de la Guea, 1;C/ Barrio de la Guea, 1;602900;0;San Blas;Teruel;Barrio de la Guea, 1;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-SAN0148-;-;-;;;;mon;doc;esq
149;ALTA;Inst. Formacion Agroambiental - IFA Teruel;C/ Barrio de San Blas- la Guea, s/n;600613;0;Teruel;Teruel;Inst. Formacion Agroambiental - IFA Teruel;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-TER0149-;-;-;;;;mon;doc;esq
150;ALTA;Barrio Troya, s/n;C/ Barrio Troya, s/n;800154;0;Mora de Rubielos;Teruel;Barrio Troya, s/n;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-MOR0150-;-;-;;;;mon;doc;esq
151;ALTA;Finca Experimental;C/ Belmonte de San Jose, s/n;978830210;0;Alcañiz;Teruel;Finca Experimental;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALC0151-;-;-;ES. REMOTO;12X5;;mon;doc;esq
152;ALTA;Callejuelas,2;C/ Callejuelas, 2;771006;0;Aliaga;Teruel;Callejuelas,2;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALI0152-;-;-;;;;mon;doc;esq
153;ALTA;Camino de Gea, 5;Camino de Gea, 5;710188;0;Albarracin;Teruel;Camino de Gea, 5;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALB0153-;-;-;;;;mon;doc;esq
154;ALTA;Residencia Geriatrica Albarracin;Camino de Gea, 21;978710178;619056833 / 793318;Albarracin;Teruel;Residencia;ADMINISTRACIÓN;TERUEL;SDWAN;974353505 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;TAALB0154RES;A;RES;ES. REMOTO;24x7;"""TAALB0154 - Residencia [Albarracin]""";mon;doc;esq
155;ALTA;Cocheras de Medio Ambiente;Camino del Carburo, s/n;978602207;0;Teruel;Teruel;Cocheras de Medio Ambiente;ADMINISTRACIÓN;TERUEL;SDWAN;978870000 ;ADSL 2+ - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;TATER0155AMB;A;AMB;ESTANDAR;12X5;"""TATER0155 - Cocheras de Medio Ambiente [Teruel]""";mon;doc;esq
156;ALTA;"Campamento ""Montes Universales""";Carretera;714050;0;Orihuela Del Tremedal;Teruel;"Campamento ""Montes Universales""";ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ORI0156-;-;-;;;;mon;doc;esq
157;ALTA;Carretera de Castellote, 58;Ctra. de Castellote, 58;848049;0;Mas de Las Matas;Teruel;Carretera de Castellote, 58;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-MAS0157-;-;-;;;;mon;doc;esq
158;ALTA;Centro de Inperpretacion Dornaque (M. Am);Ctra. de Dornaque, s/n;978681072;0;Bezas;Teruel;Centro de Inperpretacion Dornaque (M. Am);ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-BEZ0158-;-;-;ES. REMOTO;12X5;;mon;doc;esq
159;ALTA;ITV Teruel;Ctra. de Sagunto-Burgos, s/n;602964;0;Teruel;Teruel;ITV Teruel;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-TER0159-;-;-;;;;mon;doc;esq
160;ALTA;Vivero, Almacen y 2 Viviendas;Ctra. de Sagunto-Burgos, 2;600303;0;Teruel;Teruel;Vivero, Almacen y 2 Viviendas;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-TER0160-;-;-;;;;mon;doc;esq
161;ALTA;Carretera de Zaragoza, 11;Ctra. de Zaragoza, 11;821852;0;Hijar;Teruel;Carretera de Zaragoza, 11;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-HIJ0161-;-;-;;;;mon;doc;esq
162;ALTA;Carretera de Zaragoza, s/n;Ctra. de Zaragoza, s/n;820108;0;Hijar;Teruel;Carretera de Zaragoza, s/n;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-HIJ0162-;-;-;;;;mon;doc;esq
163;ALTA;Parque de Maquinaria Calamocha;Ctra. Sagunto-Burgos, 48;978730282;609460280 / 793310 Capataz guardia;Calamocha;Teruel;Parque Maquinaria;ADMINISTRACIÓN;TERUEL;SDWAN;978683137 ;FTTH - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;TACAL0163MAQ;A;MAQ;ES. REMOTO;12X5;"""TACAL0163 - Parque Maquinaria [Calamocha]""";mon;doc;esq
164;ALTA;Carretera,  s/n;Carretera, s/n;705053;0;Terriente;Teruel;Carretera,  s/n;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-TER0164-;-;-;;;;mon;doc;esq
165;ALTA;Casa Forestal, s/n;C/ Casa Forestal, s/n;978750054;0;Montalban;Teruel;Casa Forestal, s/n;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-MON0165-;-;-;ES. REMOTO;12X5;;mon;doc;esq
166;ALTA;OCA Albarracin;C/ Catedral, 5;978704005;0;Albarracin;Teruel;OCA;ADMINISTRACIÓN;TERUEL;gigADSL;-;-;;;;VPN IP (ADSL 2+);"44610003002376
978710018";20Mb;;;;Instalada;TAALB0166OCA;A;OCA;ES. REMOTO;12X5;"""TAALB0166 - OCA [Albarracin]""";mon;doc;esq
167;ALTA;Villanueva;C/ Cerco Iglesia, 5;788025;0;Jabaloyas;Teruel;Villanueva;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-JAB0167-;-;-;;;;mon;doc;esq
168;ALTA;Jefatura Provincial de Turismo;C/ Comandante Fortea, s/n;705144;0;Royuela;Teruel;Jefatura Provincial de Turismo;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ROY0168-;-;-;;;;mon;doc;esq
169;ALTA;Agencia Comarcal;C/ Diputacion, 1;730027;0;Calamocha;Teruel;Agencia Comarcal;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-CAL0169-;-;-;;;;mon;doc;esq
170;ALTA;Garaje;C/ Doctor Lopez, 99;770128;0;Alfambra;Teruel;Garaje;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;T-ALF0170-;-;-;;;;mon;doc;esq
